date,price,ma_30,general_score_ma30,company_score_ma30
2022-11-11 18:15:00,100.9099,98.02584999999999,-0.2210553173349382,-0.05
2022-11-11 18:30:00,100.8857,98.19270333333334,-0.22272198400160487,-0.05
2022-11-11 18:45:00,100.985,98.35590333333333,-0.2493886506682715,-0.016666666666666666
2022-11-11 19:00:00,100.88,98.51623666666666,-0.2649442062238271,0.0
2022-11-11 19:15:00,100.9574,98.68481666666666,-0.2343886506682715,0.0
2022-11-11 19:30:00,100.95,98.8478,-0.2221664284460493,-0.016666666666666666
2022-11-11 19:45:00,100.965,99.00890666666668,-0.22049976177938263,-0.016666666666666666
2022-11-11 20:00:00,100.3,99.14757333333334,-0.2379600792397001,-0.016666666666666666
2022-11-11 20:15:00,100.217,99.29147333333334,-0.24907119035081124,-0.016666666666666666
2022-11-11 20:30:00,100.5699,99.44280333333333,-0.28240452368414454,-0.016666666666666666
2022-11-11 20:45:00,100.97,99.59513666666665,-0.28796007923970013,-0.016666666666666666
2022-11-11 21:00:00,100.79,99.73863666666668,-0.2682378570174778,-0.01923076923076923
2022-11-14 14:30:00,98.47,99.80780333333334,-0.25823785701747787,-0.01923076923076923
2022-11-14 14:45:00,97.66,99.84846999999999,-0.24712674590636674,-0.01923076923076923
2022-11-14 15:00:00,98.1601,99.89947333333333,-0.2342989417989418,-0.01923076923076923
2022-11-14 15:15:00,98.275,99.91763666666667,-0.25652116402116404,-0.01923076923076923
2022-11-14 15:30:00,98.075,99.88813666666667,-0.23985449735449735,0.014102564102564103
2022-11-14 15:45:00,98.9,99.88680333333333,-0.23615079365079367,0.03076923076923077
2022-11-14 16:00:00,98.5227,99.82356,-0.2472619047619048,0.00854700854700855
2022-11-14 16:15:00,98.18,99.76339666666668,-0.23892857142857146,-0.008119658119658117
2022-11-14 16:30:00,98.48,99.69713,-0.21392857142857144,-0.024786324786324785
2022-11-14 16:45:00,98.695,99.65296333333332,-0.2175,-0.09145299145299145
2022-11-14 17:00:00,98.89,99.63163000000002,-0.25083333333333335,-0.09145299145299145
2022-11-14 17:15:00,98.8689,99.63226000000002,-0.25083333333333335,-0.09145299145299145
2022-11-14 17:30:00,99.38,99.64326,-0.2619444444444444,-0.12478632478632479
2022-11-14 17:45:00,99.39,99.65509333333334,-0.26861111111111113,-0.12478632478632479
2022-11-14 18:00:00,99.2736,99.63593,-0.2641666666666667,-0.12478632478632479
2022-11-14 18:15:00,99.65,99.63288000000001,-0.26694444444444443,-0.12478632478632479
2022-11-14 18:30:00,99.8004,99.62135333333332,-0.2586111111111111,-0.1581196581196581
2022-11-14 18:45:00,99.8618,99.59708,-0.2536111111111111,-0.19145299145299147
2022-11-14 19:00:00,99.7584,99.55869666666668,-0.2869444444444444,-0.2247863247863248
2022-11-14 19:15:00,99.72,99.51983999999999,-0.2786111111111111,-0.2247863247863248
2022-11-14 19:30:00,99.72,99.47767333333334,-0.23575396825396827,-0.2247863247863248
2022-11-14 19:45:00,99.405,99.42850666666666,-0.2313095238095238,-0.24145299145299146
2022-11-14 20:00:00,99.7045,99.38674333333331,-0.2313095238095238,-0.2747863247863248
2022-11-14 20:15:00,99.3113,99.33212,-0.2701984126984127,-0.2747863247863248
2022-11-14 20:30:00,98.93,99.26428666666666,-0.29043650793650794,-0.2747863247863248
